RequestID,RequestFromEmpID,Brand,RequestCode,ProjectID,RequestType,Module,AllocateHours,ScopeOfWork,ProjectStatus,RequestStatus,RequestDate,SerialNo,ReqCreateDate,ReqRecvDate,EstimateHours,CRNRStatus,WorkStatus,CRNRStatusUpdatedBY,RaiseInvoice,WorkActionDate,Worktype,InitiatedBy,PONumber,POStatus
267,1596,Zurich Kotak,2634_CR_0002,2634,CR,TestCR2,,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",,,2024-10-03 15:58:15.997,2,2024-10-03 15:58:15.997,2024-10-03,500,Pending with Business,Pending,,,2024-10-03 15:58:15.997,,,,
268,1596,Zurich Kotak,2634_CR_0003,2634,CR,TestCR3,,"6:'?,Q>|4Vy/c(x]sNZ!cWA)inP@",,,2024-10-03 16:08:55.523,3,2024-10-03 16:08:55.523,2024-10-03,6999,Pending with Business,Pending,,,2024-10-03 16:08:55.523,,,,
269,1596,Zurich Kotak,2634_CR_0004,2634,CR,TestCR4,,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",,,2024-10-03 16:10:02.420,4,2024-10-03 16:10:02.420,2024-10-03,7777,Pending with Business,Pending,,,2024-10-03 16:10:02.420,,,,
270,1596,Zurich Kotak,2634_CR_0005,2634,CR,TestCR4,,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",,,2024-10-03 16:10:02.453,5,2024-10-03 16:10:02.453,2024-10-03,7777,Pending with Business,Pending,,,2024-10-03 16:10:02.453,,,,
271,1596,Zurich Kotak,2634_CR_0006,2634,CR,TestCR6,,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",,,2024-10-03 16:10:33.297,6,2024-10-03 16:10:33.297,2024-10-03,4444,Pending with Business,Pending,,,2024-10-03 16:10:33.297,,,,
272,1596,Zurich Kotak,2634_CR_0007,2634,CR,TestCR6,,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",,,2024-10-03 16:10:33.323,7,2024-10-03 16:10:33.323,2024-10-03,4444,Pending with Business,Pending,,,2024-10-03 16:10:33.323,,,,
273,1596,Zurich Kotak,2634_NR_0001,2634,NR,as,,333d,,,2024-10-03 16:15:04.510,1,2024-10-03 16:15:04.510,2024-10-03,3,Pending with Business,Pending,,,2024-10-03 16:15:04.510,,,,
274,1596,Zurich Kotak,2634_CR_0008,2634,CR,ee,,asdas,,,2024-10-03 16:16:58.880,8,2024-10-03 16:16:58.880,2024-10-03,33,Pending with Business,Pending,,,2024-10-03 16:16:58.880,,,,
275,1596,Zurich Kotak,2634_CR_0009,2634,CR,ee,,asdas,,,2024-10-03 16:16:59.787,9,2024-10-03 16:16:59.787,2024-10-03,33,Pending with Business,Pending,,,2024-10-03 16:16:59.787,,,,
276,1596,Zurich Kotak,2634_CR_0010,2634,CR,ee,,asdas,,,2024-10-03 16:17:41.620,10,2024-10-03 16:17:41.620,2024-10-03,33,Pending with Business,Pending,,,2024-10-03 16:17:41.620,,,,
277,1596,Zurich Kotak,2634_CR_0011,2634,CR,ee,,asdas,,,2024-10-03 16:21:10.913,11,2024-10-03 16:21:10.913,2024-10-03,33,Pending with Business,Pending,,,2024-10-03 16:21:10.913,,,,
278,1596,Zurich Kotak,2634_CR_0012,2634,CR,dfsd,,dfsd,,,2024-10-03 16:24:30.600,12,2024-10-03 16:24:30.600,2024-10-03,33,Pending with Business,Pending,,,2024-10-03 16:24:30.600,,,,
279,1596,Tata Capital,2485_CR_0001,2485,CR,asdas,,sdfsd,,,2024-10-03 16:33:14.537,1,2024-10-03 16:33:14.537,2024-10-03,44,Pending with Business,Pending,,,2024-10-03 16:33:14.537,,,,
280,1262,Art Of Living,2681_CR_0001,2681,CR,tes,,dfsd,,,2024-10-04 10:08:41.473,1,2024-10-04 10:08:41.473,2024-10-04,23,Pending with Business,Pending,,,2024-10-04 10:08:41.473,,,,
281,1596,Tata Capital,2485_CR_0002,2485,CR,sdad,,3223,,,2024-10-04 11:53:27.490,2,2024-10-04 11:53:27.490,2024-10-04,32,Pending with Business,Pending,,,2024-10-04 11:53:27.490,,,,
282,1596,Zurich Kotak,2634_CR_0013,2634,CR,TestCRNew,,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",,,2024-10-04 14:49:55.263,13,2024-10-04 14:49:55.263,2024-10-04,66666,Pending with Business,Pending,,,2024-10-04 14:49:55.263,,,,
283,1262,Pidilite,2670_CR_0001,2670,CR,TestCR1,,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",,,2024-10-04 14:57:16.637,1,2024-10-04 14:57:16.637,2024-10-04,400,Pending with Business,Pending,,,2024-10-04 14:57:16.637,,,,
284,1262,Pidilite,2670_CR_0002,2670,CR,TestCR1,300,"Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",,,2024-10-04 14:57:16.657,2,2024-10-04 14:57:16.657,2024-10-04,400,Approved,Done,1634.0,yes,2024-10-04 15:13:33.220,,,,
285,1262,Pidilite,2670_NR_0001,2670,NR,test,20,sdds,,,2024-10-08 10:16:29.880,1,2024-10-08 10:16:29.880,2024-10-08,20,Approved,In Progress,1634.0,,2024-10-08 10:16:56.840,,,,
286,1262,Pidilite,2670_CR_0003,2670,CR,test modu,,xcxc,,,2024-10-08 10:32:34.397,3,2024-10-08 10:32:34.397,2024-10-08,50,Pending with Business,Pending,,,2024-10-08 10:32:34.397,,,,
287,1262,Zurich Kotak,2518_CR_0001,2518,CR,test mod,,asda,,,2024-10-08 10:46:47.003,1,2024-10-08 10:46:47.003,2024-10-08,20,Pending with Business,Pending,,,2024-10-08 10:46:47.003,,,,
288,1507,Zurich Kotak,2680_CR_0001,2680,CR,test module,500,test data,,,2024-10-08 11:06:01.570,1,2024-10-08 11:06:01.570,2024-10-08,22,Approved,You have to start,1661.0,,2024-10-08 15:31:31.723,,,,
289,1262,ITC Stationary,2612_CR_0001,2612,CR,aS,22,asda,,,2024-10-08 11:26:30.803,1,2024-10-08 11:26:30.803,2024-10-08,20,Approved,You have to start,1661.0,,2025-07-01 16:43:13.793,,,null,No
290,1262,Parimatch,2691_CR_0001,2691,CR,a,0,a,,,2024-10-08 11:26:54.880,1,2024-10-08 11:26:54.880,2024-10-08,33,Absorbed,You have to start,1661.0,,2024-10-08 15:32:04.437,,,,
291,1507,Parimatch,2691_CR_0001,2691,CR,tst,,zxczx,,,2024-10-08 12:00:56.153,1,2024-10-08 12:00:56.153,2024-10-08,20,Rejected,Pending,1661.0,,2024-10-08 15:32:12.740,Development,,,
292,1507,Zurich Kotak,2483_CR_0001,2483,CR,test,20,test,,,2024-10-08 12:52:38.927,1,2024-10-08 12:52:38.927,2024-10-08,60,Approved,Resume,1661.0,,2024-10-08 13:23:36.323,Design,,,
293,1507,Zurich Kotak,2483_NR_0001,2483,NR,22,,zxcz,,,2024-10-08 13:08:18.070,1,2024-10-08 13:08:18.070,2024-10-08,22,Pending with Business,Pending,,,2024-10-08 13:08:18.070,Design + Development,,,
294,1507,Zurich Kotak,2483_CR_0002,2483,CR,5ass,5,zxczxc,,,2024-10-08 13:18:42.160,2,2024-10-08 13:18:42.160,2024-10-08,22,Approved,Done,1661.0,,2024-10-08 13:49:22.460,Design,,,
295,1507,Zurich Kotak,2483_NR_0002,2483,NR,tesf,33,zX,,,2024-10-08 13:31:54.727,2,2024-10-08 13:31:54.727,2024-10-08,22,Approved,In Progress,1661.0,,2024-10-08 14:02:37.230,Content,,,
296,1507,Parimatch,2691_NR_0001,2691,NR,tesy id,,asas,,,2024-10-08 14:27:09.513,1,2024-10-08 14:27:09.513,2024-10-08,50,Pending with Business,Pending,,,2024-10-08 14:27:09.513,Research,,,
297,1507,Parimatch,2691_NR_0002,2691,NR,ziraid45,50,test,,,2024-10-08 14:29:54.117,2,2024-10-08 14:29:54.117,2024-10-08,500,Approved,Done,1661.0,yes,2024-10-08 14:31:33.533,Content,,,
298,1507,Parimatch,2691_CR_0002,2691,CR,zira id test,60,test,,,2024-10-08 14:33:26.733,2,2024-10-08 14:33:26.733,2024-10-08,500,Approved,Resume,1661.0,,2024-10-08 14:34:16.390,Research,,,
300,1507,Zurich Kotak,2518_CR_0001,2518,CR,zira id 40,,asdas,,,2024-10-08 15:00:40.860,1,2024-10-08 15:00:40.860,2024-10-08,5000,Pending with Business,Pending,,,2024-10-08 15:00:40.860,Development,,,
301,1507,Zurich Kotak,2549_CR_0001,2549,CR,res,22,dasd,,,2024-10-08 15:03:35.553,1,2024-10-08 15:03:35.553,2024-10-08,33,Approved,On Hold,1661.0,,2024-10-08 15:34:00.637,Research,,,
302,1507,Zurich Kotak,2549_NR_0001,2549,NR,test,33,test,,,2024-10-08 15:05:28.627,1,2024-10-08 15:05:28.627,2024-10-08,333,Approved,In Progress,1661.0,,2024-10-08 15:35:59.827,Research,,,
303,1507,Tata Capital,2485_CR_0001,2485,CR,test,,"<p class=""MsoNormal""><o:p></o:p></p><table class=""MsoNormalTable"" border=""0"" cellspacing=""0"" cellpadding=""0"" width=""1034"" style=""width: 775.45pt; margin-left: -0.15pt;""><tbody><tr style=""height:48.75pt""><td width=""58"" style=""width: 43.7pt; border-width: 1pt; border-style: solid; border-color: black; background: rgb(221, 235, 247); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">JIRA ID<o:p></o:p></span></b></p></td><td width=""120"" style=""width: 90.2pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(221, 235, 247); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Description</span></b><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;mso-ligatures:none;mso-fareast-language:EN-IN""><o:p></o:p></span></b></p></td><td width=""75"" style=""width: 56.1pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(221, 235, 247); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">CR Category</span></b><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;mso-ligatures:none;mso-fareast-language:EN-IN""><o:p></o:p></span></b></p></td><td width=""88"" style=""width: 65.75pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(221, 235, 247); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Modality Category<o:p></o:p></span></b></p></td><td width=""95"" style=""width: 71.3pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(221, 235, 247); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Work Type<o:p></o:p></span></b></p></td><td width=""81"" style=""width: 60.9pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(221, 235, 247); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Created Date<o:p></o:p></span></b></p></td><td width=""66"" style=""width: 49.7pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(222, 230, 239); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Module<o:p></o:p></span></b></p></td><td width=""35"" style=""width: 26.55pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(222, 230, 239); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">BA<o:p></o:p></span></b></p></td><td width=""48"" style=""width: 35.8pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(222, 230, 239); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">PMO<o:p></o:p></span></b></p></td><td width=""84"" style=""width: 63.2pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(222, 230, 239); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Functional<br>DEV <o:p></o:p></span></b></p></td><td width=""38"" style=""width: 28.5pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(222, 230, 239); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">QC <o:p></o:p></span></b></p></td><td width=""81"" style=""width: 60.95pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(222, 230, 239); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Estimated effort<o:p></o:p></span></b></p></td><td width=""82"" style=""width: 61.85pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(222, 230, 239); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Suggested Buffer<o:p></o:p></span></b></p></td><td width=""81"" style=""width: 60.95pt; border-top: 1pt solid black; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left-width: initial; border-left-style: none; background: rgb(222, 230, 239); padding: 0.75pt 5.4pt; height: 48.75pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><b><span style=""font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Total Estimated Hours <o:p></o:p></span></b></p></td></tr><tr style=""height:15.0pt""><td width=""58"" nowrap=""nowrap"" style=""width: 43.7pt; border-right: 1pt solid black; border-bottom: 1pt solid black; border-left: 1pt solid black; border-top-width: initial; border-top-style: none; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">KGI-3401<o:p></o:p></span></p></td><td width=""120"" style=""width: 90.2pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Need Sorting and rearranging through CMS</span><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;mso-ligatures:none;mso-fareast-language:EN-IN""><o:p></o:p></span></p></td><td width=""75"" style=""width: 56.1pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Non-Seo CR</span><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;mso-ligatures:none;mso-fareast-language:EN-IN""><o:p></o:p></span></p></td><td width=""88"" nowrap=""nowrap"" style=""width: 65.75pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">CR - <b>CR2409013</b><o:p></o:p></span></p></td><td width=""95"" nowrap=""nowrap"" style=""width: 71.3pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">Development<o:p></o:p></span></p></td><td width=""81"" nowrap=""nowrap"" style=""width: 60.9pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">27/9/2025<o:p></o:p></span></p></td><td width=""66"" style=""width: 49.7pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">CMS<o:p></o:p></span></p></td><td width=""35"" nowrap=""nowrap"" style=""width: 26.55pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">0.5<o:p></o:p></span></p></td><td width=""48"" nowrap=""nowrap"" style=""width: 35.8pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">0.5<o:p></o:p></span></p></td><td width=""84"" nowrap=""nowrap"" style=""width: 63.2pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">12<o:p></o:p></span></p></td><td width=""38"" nowrap=""nowrap"" style=""width: 28.5pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">3<o:p></o:p></span></p></td><td width=""81"" nowrap=""nowrap"" style=""width: 60.95pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">16<o:p></o:p></span></p></td><td width=""82"" style=""width: 61.85pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Aptos Narrow&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">3.2<o:p></o:p></span></p></td><td width=""81"" nowrap=""nowrap"" style=""width: 60.95pt; border-top-width: initial; border-style: none solid solid none; border-left-width: initial; border-bottom-width: 1pt; border-bottom-color: black; border-right-width: 1pt; border-right-color: black; background-image: initial; background-position: initial; background-size: initial; background-repeat: initial; background-attachment: initial; background-origin: initial; background-clip: initial; padding: 0.75pt 5.4pt; height: 15pt;""><p class=""MsoNormal"" align=""center"" style=""text-align:center""><span style=""font-size:11.0pt;font-family:&quot;Calibri&quot;,sans-serif;color:black;mso-ligatures:none;mso-fareast-language:EN-IN"">19</span></p></td></tr></tbody></table>",,,2024-10-16 11:13:17.340,1,2024-10-16 11:13:17.340,2024-10-08,25,Pending with Business,Pending,,,2024-10-16 11:13:17.340,Design,,,
